# batch-3 skip 清单（pending.tsv 行 501–814）
# 列：line<TAB>scope<TAB>file<TAB>source<TAB>类别码（S1–S16，t1 契约 §2.1）
712	website	apps/website/src/components/mock/icons.ts	<rect width="20" height="14" x="2" y="3" rx="2"/><path d="M8 21h8"/><path d="M12 17v4"/>	S12
713	website	apps/website/src/components/mock/icons.ts	<rect width="20" height="5" x="2" y="3" rx="1"/><path d="M4 8v11a2 2 0 0 0 2 2h12a2 2 0 0 0 2-2V8"/><path d="M10 12h4"/>	S12
726	website	apps/website/src/components/mock/WorkingCopy.astro	src/features/graph	S4
727	website	apps/website/src/components/mock/WorkingCopy.astro	WorkingCopyFileListItemContaine…	S4
729	website	apps/website/src/components/Questions.astro	application/ld+json	S4
775	website	apps/website/src/components/TerminalBlock.astro	0 0 24 24	S12
776	website	apps/website/src/components/TerminalBlock.astro	M4 6h16M4 12h16M4 18h7	S12
777	website	apps/website/src/components/TerminalBlock.astro	m5 7 4 4-4 4M13 17h6	S12
780	website	apps/website/src/components/ThemeToggle.astro	0 0 24 24	S12
781	website	apps/website/src/components/ThemeToggle.astro	M12 2v2m0 16v2M4.9 4.9l1.4 1.4m11.4 11.4 1.4 1.4M2 12h2m16 0h2M4.9 19.1l1.4-1.4m11.4-11.4 1.4-1.4	S12
782	website	apps/website/src/components/ThemeToggle.astro	M12 3a6 6 0 0 0 9 9 9 9 0 1 1-9-9Z	S12
784	website	apps/website/src/content.config.ts	!Launch-Checklist.md	S4
785	website	apps/website/src/content.config.ts	astro:content	S4
786	website	apps/website/src/content.config.ts	astro/loaders	S4
787	website	apps/website/src/layouts/Base.astro	AngKorGit contributors	S8
788	website	apps/website/src/layouts/Base.astro	application/ld+json	S4
789	website	apps/website/src/layouts/Base.astro	application/xml	S4
791	website	apps/website/src/layouts/Base.astro	image/svg+xml	S4
792	website	apps/website/src/layouts/Base.astro	index, follow	S4
793	website	apps/website/src/layouts/Base.astro	macOS, Windows, Linux	S8
794	website	apps/website/src/layouts/Base.astro	og:description	S4
795	website	apps/website/src/layouts/Base.astro	og:image:height	S4
796	website	apps/website/src/layouts/Base.astro	og:image:width	S4
797	website	apps/website/src/layouts/Base.astro	og:site_name	S4
798	website	apps/website/src/layouts/Base.astro	twitter:card	S4
799	website	apps/website/src/layouts/Base.astro	twitter:description	S4
800	website	apps/website/src/layouts/Base.astro	twitter:image	S4
801	website	apps/website/src/layouts/Base.astro	twitter:title	S4
802	website	apps/website/src/layouts/DocsLayout.astro	0 0 24 24	S12
803	website	apps/website/src/layouts/DocsLayout.astro	astro:content	S4
804	website	apps/website/src/layouts/DocsLayout.astro	hidden lg:block	S4
805	website	apps/website/src/lib/site.ts	Angkor Git	S8
807	website	apps/website/src/lib/site.ts	application/vnd.github+json	S4
808	website	apps/website/src/lib/site.ts	Git Angkor	S8
810	website	apps/website/src/pages/docs/[slug].astro	astro:content	S4
811	website	apps/website/src/pages/docs/index.astro	astro:content	S4
